http://dbpedia.org/resource/Gentlemen_Prefer_Blondes_(film)	http://www.freebase.com/m/0262z6	http://www.themoviedb.org/movie/759-gentlemen-prefer-blondes
http://dbpedia.org/resource/20_cent%C3%ADmetros	http://www.freebase.com/m/02pwnk5	http://www.themoviedb.org/movie/40938-20-cent-metros
http://dbpedia.org/resource/An_Egyptian_Story	http://www.freebase.com/m/0bwb1vb	http://www.themoviedb.org/movie/123651-hadduta-misrija
http://dbpedia.org/resource/The_World_Is_Big_and_Salvation_Lurks_Around_the_Corner	http://www.freebase.com/m/04q9j6c	http://www.themoviedb.org/movie/5871-svetat-e-golyam-i-spasenie-debne-otvsyakade
http://dbpedia.org/resource/Kan_Pesum_Vaarthaigal	http://www.freebase.com/m/0sghpxl	http://www.themoviedb.org/movie/269685-kan-pesum-vaarthaigal
http://dbpedia.org/resource/The_Amityville_Horror_(1979_film)	http://www.freebase.com/m/0b8gf1	http://www.themoviedb.org/movie/11449-the-amityville-horror
http://dbpedia.org/resource/Shankar_Dada_MBBS	http://www.freebase.com/m/097g5z	http://www.themoviedb.org/movie/148884-shankar-dada-mbbs
http://dbpedia.org/resource/The_Nutty_Professor	http://www.freebase.com/m/02stxk	http://www.themoviedb.org/movie/18331-the-nutty-professor
http://dbpedia.org/resource/The_Mark_of_Cain_(film)	http://www.freebase.com/m/02pxwmd	http://www.themoviedb.org/movie/14531-the-mark-of-cain
http://dbpedia.org/resource/Howards_End_(film)	http://www.freebase.com/m/0_9l_	http://www.themoviedb.org/movie/8293-howards-end
http://dbpedia.org/resource/Get_Shorty_(film)	http://www.freebase.com/m/0277j40	http://www.themoviedb.org/movie/8012-get-shorty
http://dbpedia.org/resource/The_Best_Movie_2	http://www.freebase.com/m/05c0xbl	http://www.themoviedb.org/movie/62738-samyy-luchshiy-film-2
http://dbpedia.org/resource/Yeelen	http://www.freebase.com/m/093c_j	http://www.themoviedb.org/movie/71329-yeelen
http://dbpedia.org/resource/Mogudu_(film)	http://www.freebase.com/m/0h7mwdt	http://www.themoviedb.org/movie/81080-mogudu
http://dbpedia.org/resource/Amen_(2011_film)	http://www.freebase.com/m/0h3ww2v	http://www.themoviedb.org/movie/155096-amen
http://dbpedia.org/resource/Hansel_and_Gretel_(2007_film)	http://www.freebase.com/m/03gz32g	http://www.themoviedb.org/movie/25597
http://dbpedia.org/resource/Milano_trema:_la_polizia_vuole_giustizia	http://www.freebase.com/m/06w8f3n	http://www.themoviedb.org/movie/58080-milano-trema-la-polizia-vuole-giustizia
http://dbpedia.org/resource/Sex_and_Breakfast	http://www.freebase.com/m/0h7xrr	http://www.themoviedb.org/movie/15053-sex-and-breakfast
http://dbpedia.org/resource/The_Impossible_Goodbye	http://www.freebase.com/m/05mw3mr	http://www.themoviedb.org/movie/198851-dom-bez-okien
http://dbpedia.org/resource/Hawk_of_the_Wilderness	http://www.freebase.com/m/026ydr2	http://www.themoviedb.org/movie/253489-hawk-of-the-wilderness
http://dbpedia.org/resource/Muscle_Beach_Party	http://www.freebase.com/m/0b_p58	http://www.themoviedb.org/movie/27376-muscle-beach-party
